prompt,gold_label,predicted,confidence,abstain,threshold
trade 38.4142 WETH for AAVE on balancer (polygon) with slippage 1%,swap_asset,swap_asset,0.9885,False,0.7
harvest yield from maker on avalanche,claim_rewards,claim_rewards,1.0000,False,0.7
borrow 14.7861 MATIC from compound on base using USDT as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
borrow 33.8083 MATIC from maker on base,borrow_asset,borrow_asset,0.8933,False,0.7
open debt: 12899 USDT on maker avalanche using USDT as collateral — use fast gas,borrow_asset,borrow_asset,1.0000,False,0.7
unstow 20678 USDT from stargate on polygon — use fast gas,withdraw_asset,withdraw_asset,0.9731,False,0.7
reduce loan by 11069 USDT on maker (optimism) — today,repay_asset,repay_asset,0.9077,False,0.7
swap 1270.8789 OP to LINK on uniswap optimism,swap_asset,swap_asset,1.0000,False,0.7
take a loan of 1.236227 BTC via maker (solana),borrow_asset,borrow_asset,0.9885,False,0.7
borrow 1.422334 WBTC from maker on polygon using USDC as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
unstow 9.534 SOL from maker on arbitrum,withdraw_asset,withdraw_asset,1.0000,False,0.7
"reduce loan by 3808.4918 ARB on compound (arbitrum) — immediately, safe mode",repay_asset,repay_asset,0.9744,False,0.7
fund compound with 32.4827 SOL (solana) — safe mode,deposit_asset,deposit_asset,1.0000,False,0.7
pay back 18.3109 ETH to compound on optimism — ok with higher gas,repay_asset,repay_asset,1.0000,False,0.7
redeem 2482.963 AAVE from compound (arbitrum) — today,withdraw_asset,withdraw_asset,0.9744,False,0.7
convert 18.721 WETH into ARB via sushiswap on ethereum — ok with higher gas,swap_asset,swap_asset,0.7522,False,0.7
unstow 1.080917 WBTC from uniswap on solana — minimize gas,withdraw_asset,withdraw_asset,0.9030,False,0.7
open debt: 1.800733 BTC on compound solana using ARB as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
repay 49.1401 SOL on aave (avalanche) — right away,repay_asset,repay_asset,0.9744,False,0.7
undelegate 43.0142 MATIC on pendle (polygon),unstake_asset,unstake_asset,0.8542,False,0.7
close debt: repay 2837 DAI at maker arbitrum,repay_asset,repay_asset,0.9744,False,0.7
open debt: 3439.8787 AAVE on aave avalanche,borrow_asset,borrow_asset,1.0000,False,0.7
claim staking rewards on uniswap ethereum — today,claim_rewards,claim_rewards,1.0000,False,0.7
remove 26.8688 AVAX from curve — today,withdraw_asset,withdraw_asset,0.9663,False,0.7
stake 33.0382 WETH on yearn (optimism) — use normal gas,stake_asset,stake_asset,0.9729,False,0.7
withdraw 8.0902 SOL from yearn on ethereum,withdraw_asset,withdraw_asset,0.9372,False,0.7
delegate 19.857 WETH to curve (optimism),stake_asset,stake_asset,1.0000,False,0.7
withdraw staked 7.4284 MATIC from curve avalanche,unstake_asset,unstake_asset,0.9940,False,0.7
unstake 0.305411 BTC from yearn on base — immediately,unstake_asset,unstake_asset,0.9792,False,0.7
trade 10584 USDC for AVAX on sushiswap (optimism) with slippage 0.5% — today,swap_asset,swap_asset,1.0000,False,0.7
lock 838.2067 LINK in curve on polygon,stake_asset,stake_asset,1.0000,False,0.7
pull out 0.399553 WBTC from yearn,withdraw_asset,withdraw_asset,0.8338,False,0.7
swap 2221.6974 LINK to MATIC on balancer optimism,swap_asset,swap_asset,1.0000,False,0.7
delegate 3.9203 ETH to yearn (optimism),stake_asset,stake_asset,1.0000,False,0.7
undelegate 952.863 AAVE on curve (arbitrum) — minimize gas,unstake_asset,unstake_asset,1.0000,False,0.7
close debt: repay 2741.941 LINK at maker base — normal mode,repay_asset,repay_asset,0.9744,False,0.7
unlock 48.6055 ETH at balancer (optimism),unstake_asset,unstake_asset,1.0000,False,0.7
undelegate 0.884741 BTC on curve (optimism) — now,unstake_asset,unstake_asset,1.0000,False,0.7
withdraw 46.0603 SOL from compound on base,withdraw_asset,withdraw_asset,0.9841,False,0.7
restake 1128.4972 OP with curve on arbitrum — normal mode,stake_asset,stake_asset,1.0000,False,0.7
put 2114 DAI into maker — use normal gas,deposit_asset,deposit_asset,1.0000,False,0.7
top up pendle with 735.4605 OP on polygon — now,deposit_asset,deposit_asset,1.0000,False,0.7
market swap 2.302634 WBTC->DAI using curve on solana,swap_asset,swap_asset,1.0000,False,0.7
"claim staking rewards on maker avalanche — use fast gas, safe mode",claim_rewards,claim_rewards,1.0000,False,0.7
market swap 35.0547 AVAX->SOL using balancer on arbitrum with slippage 0.2%,swap_asset,swap_asset,1.0000,False,0.7
unstow 2.248307 BTC from lido on arbitrum,withdraw_asset,withdraw_asset,0.9372,False,0.7
trade 832.7419 ARB for MATIC on balancer (avalanche) with slippage 0.2%,swap_asset,swap_asset,1.0000,False,0.7
supply 9487 USDT to pendle,deposit_asset,deposit_asset,1.0000,False,0.7
claim staking rewards on uniswap solana — today,claim_rewards,claim_rewards,1.0000,False,0.7
withdraw staked 14146 USDT from balancer solana,unstake_asset,unstake_asset,1.0000,False,0.7
restake 14458 USDC with lido on ethereum — this minute,stake_asset,stake_asset,0.9231,False,0.7
close debt: repay 11931 USDT at maker solana — this minute,repay_asset,repay_asset,0.9744,False,0.7
borrow 4812.0046 ARB from maker on solana using ARB as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
draw 1391.9358 ARB from maker on arbitrum using ARB as collateral — immediately,borrow_asset,borrow_asset,1.0000,False,0.7
undelegate 2775.0925 ARB on curve (arbitrum),unstake_asset,unstake_asset,0.9782,False,0.7
lock 3744 USDC in yearn on polygon — safe mode,stake_asset,stake_asset,1.0000,False,0.7
open debt: 0.718464 WBTC on compound solana using DAI as collateral — minimize gas,borrow_asset,borrow_asset,1.0000,False,0.7
convert 46.1441 SOL into USDC via balancer on base — today,swap_asset,swap_asset,0.9072,False,0.7
"harvest yield from compound on ethereum — now, use normal gas",claim_rewards,claim_rewards,0.9843,False,0.7
withdraw staked 19249 USDC from yearn avalanche — now,unstake_asset,unstake_asset,1.0000,False,0.7
delegate 0.784805 BTC to balancer (solana),stake_asset,stake_asset,1.0000,False,0.7
add liquidity: deposit 48.0132 SOL to aave (avalanche),deposit_asset,deposit_asset,0.9744,False,0.7
"take a loan of 49.7043 MATIC via maker (ethereum) using ARB as collateral — use fast gas, safe mode",borrow_asset,borrow_asset,1.0000,False,0.7
restake 17460 DAI with lido on arbitrum,stake_asset,stake_asset,0.9885,False,0.7
undelegate 0.991764 WBTC on yearn (base),unstake_asset,unstake_asset,0.9792,False,0.7
stake 0.265955 BTC on rocket pool (base),stake_asset,stake_asset,0.7087,False,0.7
harvest yield from uniswap on arbitrum — asap,claim_rewards,claim_rewards,0.9815,False,0.7
unlock 2021.1204 LINK at balancer (ethereum),unstake_asset,unstake_asset,1.0000,False,0.7
reduce loan by 19.2431 MATIC on aave (base),repay_asset,repay_asset,0.9744,False,0.7
put 15046 USDC into uniswap,deposit_asset,deposit_asset,0.8441,False,0.7
withdraw 32.2012 SOL from yearn on ethereum — right away,withdraw_asset,withdraw_asset,0.7619,False,0.7
unstake 3610.782 OP from curve on arbitrum,unstake_asset,unstake_asset,0.9750,False,0.7
supply 3082.9925 AAVE to lido — now,deposit_asset,deposit_asset,1.0000,False,0.7
collect incentives at curve (ethereum),claim_rewards,claim_rewards,1.0000,False,0.7
pull out 22120 USDC from rocket pool,withdraw_asset,,0.6671,True,0.7
claim rewards on sushiswap (solana),claim_rewards,claim_rewards,1.0000,False,0.7
claim staking rewards on curve solana,claim_rewards,claim_rewards,1.0000,False,0.7
stake 904.9423 LINK on pendle (polygon),stake_asset,stake_asset,0.8153,False,0.7
provide 1622.9373 AAVE on sushiswap,deposit_asset,deposit_asset,1.0000,False,0.7
swap 41.8193 WETH to AVAX on sushiswap ethereum with slippage 0.1%,swap_asset,swap_asset,1.0000,False,0.7
restake 41.8174 AVAX with pendle on avalanche,stake_asset,stake_asset,1.0000,False,0.7
remove 1.602036 WBTC from stargate — this minute,withdraw_asset,withdraw_asset,0.9067,False,0.7
swap 23591 DAI to LINK on curve solana,swap_asset,swap_asset,1.0000,False,0.7
stake 28.2991 WETH on lido (avalanche) — right away,stake_asset,stake_asset,0.7459,False,0.7
pay back 1.959087 BTC to aave on ethereum,repay_asset,repay_asset,1.0000,False,0.7
restake 5.2913 ETH with yearn on polygon,stake_asset,stake_asset,0.9989,False,0.7
"borrow 584.0262 OP from compound on arbitrum using AAVE as collateral — immediately, normal mode",borrow_asset,borrow_asset,1.0000,False,0.7
pay back 26.9713 ETH to compound on arbitrum,repay_asset,repay_asset,1.0000,False,0.7
stake 1.584421 BTC on curve (base) — today,stake_asset,stake_asset,0.8584,False,0.7
unstake 0.209087 BTC from balancer on polygon — right away,unstake_asset,unstake_asset,0.9606,False,0.7
withdraw staked 9.2134 MATIC from yearn optimism,unstake_asset,unstake_asset,1.0000,False,0.7
draw 39.6095 SOL from aave on ethereum using SOL as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
collect incentives at yearn (ethereum) — this minute,claim_rewards,claim_rewards,1.0000,False,0.7
swap 1.123879 BTC to AVAX on sushiswap avalanche,swap_asset,swap_asset,1.0000,False,0.7
claim rewards on pendle (avalanche),claim_rewards,claim_rewards,1.0000,False,0.7
repay 3437.0515 OP on aave (arbitrum) — asap,repay_asset,repay_asset,0.9744,False,0.7
market swap 34.0059 ETH->LINK using curve on arbitrum,swap_asset,swap_asset,1.0000,False,0.7
pay back 17964 DAI to aave on polygon,repay_asset,repay_asset,1.0000,False,0.7
borrow 4394.7713 OP from compound on base using ARB as collateral — use fast gas,borrow_asset,borrow_asset,1.0000,False,0.7
lock 2.203381 WBTC in rocket pool on arbitrum — immediately,stake_asset,,0.6719,True,0.7
restake 1.045157 WBTC with curve on polygon — use fast gas,stake_asset,stake_asset,1.0000,False,0.7
restake 7.1466 ETH with balancer on base — right away,stake_asset,stake_asset,1.0000,False,0.7
stake 37.2531 MATIC on yearn (ethereum),stake_asset,stake_asset,0.9440,False,0.7
restake 1908.5557 OP with yearn on polygon,stake_asset,stake_asset,1.0000,False,0.7
market swap 15822 USDC->AAVE using uniswap on arbitrum with slippage 0.2% — asap,swap_asset,swap_asset,1.0000,False,0.7
unstake 44.3443 ETH from rocket pool on arbitrum,unstake_asset,unstake_asset,0.9201,False,0.7
pay back 10403 DAI to maker on ethereum — today,repay_asset,repay_asset,1.0000,False,0.7
reduce loan by 0.502327 BTC on maker (ethereum) — immediately,repay_asset,repay_asset,0.9077,False,0.7
stake 18.0884 MATIC on pendle (base),stake_asset,stake_asset,0.8120,False,0.7
claim rewards on sushiswap (optimism),claim_rewards,claim_rewards,1.0000,False,0.7
open debt: 0.358721 BTC on aave avalanche — ok with higher gas,borrow_asset,borrow_asset,1.0000,False,0.7
swap 9.8202 SOL to MATIC on uniswap polygon — right away,swap_asset,swap_asset,1.0000,False,0.7
repay 4083.6223 ARB on aave (base) — immediately,repay_asset,repay_asset,1.0000,False,0.7
"add liquidity: deposit 1.983786 BTC to rocket pool (solana) — now, use normal gas, normal mode",deposit_asset,deposit_asset,1.0000,False,0.7
pull out 24218 DAI from compound,withdraw_asset,withdraw_asset,1.0000,False,0.7
"close debt: repay 9.1969 MATIC at maker optimism — now, high yield mode",repay_asset,,0.5235,True,0.7
cash out 0.703524 BTC from pendle (ethereum) — immediately,withdraw_asset,withdraw_asset,1.0000,False,0.7
convert 38.1345 WETH into USDT via balancer on base with slippage 0.5%,swap_asset,swap_asset,0.9885,False,0.7
"lock 1792.2237 LINK in pendle on ethereum — immediately, ok with higher gas",stake_asset,stake_asset,0.8563,False,0.7
market swap 20.1336 AVAX->ARB using sushiswap on arbitrum with slippage 0.2%,swap_asset,swap_asset,1.0000,False,0.7
top up uniswap with 42.7168 MATIC on ethereum,deposit_asset,deposit_asset,0.9444,False,0.7
market swap 0.039899 BTC->MATIC using sushiswap on solana,swap_asset,swap_asset,1.0000,False,0.7
deposit 15.9588 WETH into maker on arbitrum — right away,deposit_asset,deposit_asset,1.0000,False,0.7
undelegate 38.4756 AVAX on rocket pool (base) — use fast gas,unstake_asset,unstake_asset,1.0000,False,0.7
provide 2231 USDC on rocket pool — high yield mode,deposit_asset,deposit_asset,1.0000,False,0.7
"move 2.112268 BTC into yearn on polygon — now, ok with higher gas",deposit_asset,deposit_asset,1.0000,False,0.7
harvest yield from balancer on polygon,claim_rewards,claim_rewards,1.0000,False,0.7
lock 3031.9615 LINK in rocket pool on polygon,stake_asset,stake_asset,0.8563,False,0.7
swap 17.3868 ETH to OP on uniswap avalanche with slippage 0.5%,swap_asset,swap_asset,1.0000,False,0.7
repay 4.3161 WETH on aave (polygon) — now,repay_asset,repay_asset,1.0000,False,0.7
convert 13684 USDT into WBTC via curve on solana with slippage 0.5%,swap_asset,swap_asset,0.9885,False,0.7
unstow 16278 USDT from rocket pool on polygon,withdraw_asset,withdraw_asset,0.9568,False,0.7
collect incentives at curve (base),claim_rewards,claim_rewards,1.0000,False,0.7
redeem 29.824 ETH from balancer (base) — this minute,withdraw_asset,withdraw_asset,1.0000,False,0.7
"convert 2273.9326 AAVE into LINK via sushiswap on polygon with slippage 1% — use fast gas, normal mode",swap_asset,,0.6099,True,0.7
"swap 49.6287 ETH to AAVE on curve solana with slippage 0.1% — now, use normal gas, normal mode",swap_asset,swap_asset,1.0000,False,0.7
withdraw staked 35.6233 AVAX from yearn solana,unstake_asset,unstake_asset,1.0000,False,0.7
add liquidity: deposit 3.0894 SOL to pendle (optimism),deposit_asset,deposit_asset,1.0000,False,0.7
restake 2.097471 BTC with pendle on solana — this minute,stake_asset,stake_asset,0.9885,False,0.7
cash out 7.3254 ETH from stargate (solana) — use fast gas,withdraw_asset,withdraw_asset,0.8741,False,0.7
close debt: repay 5032 USDC at compound solana,repay_asset,repay_asset,0.9077,False,0.7
harvest yield from aave on avalanche — today,claim_rewards,claim_rewards,1.0000,False,0.7
trade 9654 USDC for ARB on curve (polygon) — use normal gas,swap_asset,swap_asset,0.9854,False,0.7
remove 0.691006 BTC from lido,withdraw_asset,withdraw_asset,0.7538,False,0.7
"deposit 48.4904 MATIC into rocket pool on avalanche — immediately, safe mode",deposit_asset,deposit_asset,1.0000,False,0.7
repay 20812 DAI on maker (solana) — right away,repay_asset,repay_asset,1.0000,False,0.7
collect incentives at curve (base) — ok with higher gas,claim_rewards,claim_rewards,1.0000,False,0.7
open debt: 22700 USDC on aave ethereum using AVAX as collateral — ok with higher gas,borrow_asset,borrow_asset,1.0000,False,0.7
collect incentives at pendle (ethereum) — high yield mode,claim_rewards,claim_rewards,1.0000,False,0.7
redeem 1.179602 BTC from compound (solana),withdraw_asset,withdraw_asset,1.0000,False,0.7
open debt: 1291.9357 AAVE on aave arbitrum — now,borrow_asset,borrow_asset,1.0000,False,0.7
claim rewards on maker (avalanche) — use fast gas,claim_rewards,claim_rewards,1.0000,False,0.7
reduce loan by 3187.0001 LINK on compound (ethereum),repay_asset,repay_asset,0.8037,False,0.7
top up stargate with 23.6476 MATIC on arbitrum,deposit_asset,deposit_asset,1.0000,False,0.7
borrow 1.806448 WBTC from maker on optimism — high yield mode,borrow_asset,borrow_asset,1.0000,False,0.7
draw 3886.4358 LINK from aave on ethereum using USDC as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
undelegate 3574.4689 LINK on curve (avalanche) — use fast gas,unstake_asset,unstake_asset,0.9792,False,0.7
withdraw staked 807.1424 ARB from rocket pool solana,unstake_asset,unstake_asset,1.0000,False,0.7
trade 0.964749 BTC for AVAX on sushiswap (polygon) — normal mode,swap_asset,swap_asset,0.9815,False,0.7
close debt: repay 2.11935 WBTC at aave solana — now,repay_asset,repay_asset,0.8762,False,0.7
deposit 788.031 ARB into rocket pool on optimism,deposit_asset,deposit_asset,1.0000,False,0.7
deposit 4487.2051 OP into balancer on base,deposit_asset,deposit_asset,1.0000,False,0.7
close debt: repay 4229.0366 LINK at maker base,repay_asset,repay_asset,0.9744,False,0.7
swap 26.8414 MATIC to DAI on uniswap avalanche,swap_asset,swap_asset,1.0000,False,0.7
pull out 30.4603 WETH from uniswap,withdraw_asset,withdraw_asset,0.9530,False,0.7
put 3.3955 ETH into curve,deposit_asset,deposit_asset,0.8750,False,0.7
take a loan of 2.031075 BTC via maker (optimism),borrow_asset,borrow_asset,0.7500,False,0.7
put 36.5794 MATIC into lido,deposit_asset,deposit_asset,1.0000,False,0.7
delegate 20.9425 WETH to pendle (solana) — now,stake_asset,stake_asset,1.0000,False,0.7
claim rewards on curve (ethereum) — use fast gas,claim_rewards,claim_rewards,1.0000,False,0.7
stake 0.107226 WBTC on rocket pool (polygon) — this minute,stake_asset,stake_asset,0.7466,False,0.7
